date_of_drilling,latitude,longtude,use_of_waterpoint,other_useage,funding_source,wrb1a_form_completed,contract_signed,community_agreement,drilling_contractor,driller_licensed,staff_experienced,drilling_rig_model,compressor_specs,equipment_condition,safety_features_condition,equipment_capability,equipment_capability_specs,ppe_available,drilling_equipment_image,location_selection_methodology,hydrogeological_study_done,geophysical_survey_done,min_distance_50m_from_contamination,distance_from_contamination,location_accessible,location_suitable_for_drilling,distance_from_water_bodies,location_photo,perimeter_fence,staff_protected,parking_area,emergency_access,suitable_distance_from_power_lines,distance,materials_stored_safely,chemicals_stored_safely,first_aid_kit,fire_extinguisher,adquate_welfare_facilities,welfare_facilities_distance,site_setup_preliminaries_completed,rig_setup_properly,reference_point,reference_point_height,rig_level_method,rig_setup_problems,setup_problems,drill_rod_length,min_diameter_177mm,min_diameter,casing_stored_properly,where_stored,why_not_properly_stored,index_1,rod_number,depth_from_1,depth_to_1,circulation_method,drill_bit_type,drilling_diameter_mm,time_taken_in_minutes,drilling_comments,water_strike_in_miters,index_2,depth_from_2,depth_to_2,temp_casing_material,temp_casing_diameter,index_3,depth_from_3,depth_to_3,rock_or_soil_type,colour,weathering,grain_size_description,sorting,additional_description,formation_name,index_4,hole_depth_1,discharge_rate_1,discharge_measurement_method,ec_ms_cm_1,tds_mgl_1,ph_1,temp_celcius_1,comments_1,borehole_depth_miters,water_level,measurement_date,borehole_suitable_further_use,installation_design_available,design_agreed_by_driller, date_casing_installation  ,materials_meet_standards,materials_pre_inspected,Index (8),inner_diameter,outer_diameter,material_1,slot_aperture,end_cap_fitted,centralisers_fitted,casing_connection_type  ,index_9,depth_from_4,depth_to_4,casing_inner_diameter,casing_material,casing_material_strength,slotted,gravel_pack_clean, gravel_pack_quality,index_10,depth_from_5,depth_to_5,gravel_min_grain_size,gravel_max_grain_size,gravel_pack_final_level,static_water_level_pre_dev,index_11,duration,method,index_12,time,lift_depth,discharge_rate,ec_ms_cm_3,tds_mg_l_2,ph_3,temp_c_2,turbidity_ntu,sediment,static_water_level_post_dev,final_borehole_design_summary
7/20/2022,-16.2425619,35.1089128,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT-600, Drilling Capacity 200mtr, 4""-12"" hole diameter
700kg pull up force, 5400kg pull down force
400g top head rotary drive
MTR Torque, 0-200RPM",ELGI Make 600 CFM/ 200 PSI 16 BAR,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/22e52a781ee449d89f4b60aff0654bb1; https://api.mwater.co/v3/images/35559ce27d2c41098fef0f8166bf0a04,Survey and community Mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/97f0585fcb9f4dc7b1b98723aa94f4dd; https://api.mwater.co/v3/images/a32a1b6e3921451ca51974bf26721155,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,No,,,7/21/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/18/2022,-16.16246145,35.34673989,Community,,GALE family,Yes,Yes,Yes,Nyaungano Drilling company ,Yes,Yes,,,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/39a140b67f4b45a0a6c037c4dc78f22d; https://api.mwater.co/v3/images/c7e25b6d6a294da48d7b8577f7c23f14; https://api.mwater.co/v3/images/eb092acee2474c159aec503d57bfc22c; https://api.mwater.co/v3/images/03702278b49d45b4a0d659cd34ab2c76,Community involvement where community identified a place and geophysical survey thereafter,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/422f6d7020a4491fb55383834a387abd; https://api.mwater.co/v3/images/715fb84c69dd4564b6794f40da0df882; https://api.mwater.co/v3/images/2aab1d76eadd495d853b7e6ef4189d5a,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,Yes,Yes,Yes,7/19/2022,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,,7.98,,,,,,,,,,,,,,9.37,https://api.mwater.co/v3/images/51f188b0f6fe437ca70869802276a9d0; https://api.mwater.co/v3/images/3b9887a589174a54b81079a0e3ebc906
7/21/2022,-16.11752208,35.36886526,Community,,,,,,,,,,,,,,,,https://api.mwater.co/v3/images/373aff1a65ff40d192f1b1e96ce85afa; https://api.mwater.co/v3/images/3793bf48c9a3473e9ce83998d7368991,,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/a01ae72876bd4688b2b9f9a5db35c5d9; https://api.mwater.co/v3/images/4ea95b8c68044ff28c4eb42cb3e0a57b,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/14/2022,-16.2718828,35.0755425,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,PRD,"ELGI make 600CFM
200 PSI
16Bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/e1c7c664154d49989b3cd19be4cf3c9d; https://api.mwater.co/v3/images/2355cbdf18104f05a6fd3d5f61c72d27,Survey and community  mobilisation,Yes,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/98c8e70936cb4ae3b6f1e63d0be6710a,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/15/2022,-15.7862221,35.0087327,Community,,One Foundation ,Yes,Yes,Yes,Blue water,Yes,Yes,PRD,"ELGI make,  600CFM, 200 PSI
16 bar",Yes,Yes,Yes,,Yes,,Community Mobilisation ,Yes,No,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/16/2022,,,Community,,One Foundation ,Yes,Yes,Yes,Blue water,Yes,Yes,PRD,ELGI make  600CFM 200 PSI 16 Bar,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f05fff72f67440c5a3f1ef1589fc58b1,Community,Yes,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/df19d0a31dad4f54b3058e5b5f6faa7d,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2022,-16.2653855,35.0656181,Community,,One Foundation ,Yes,Yes,Yes,Blue water,Yes,Yes,PRD,"ELGI make,  600CFM  200psi 16 Bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/22d7b52827494ff0876419db2cdd2b3c; https://api.mwater.co/v3/images/8b06b450b6534ac6bdebf9fcfd432d58,Mobilisation ,Yes,No,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/05bf904a63de4b8ab78177b6fb82d289,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/2022,-16.243102,35.1105535,Community,,One foundation,Yes,Yes,Yes,Blue Water Drilling  Ltd,Yes,Yes,"JCR DT-600 Drilling Capacity-200mtr, 4""-12"" hole diameter, 
7900kg pull up force 5 400kg pull down force 400kg top head rotary drive MTR torque 0-200 RPM","ELGI make, 600CFM,200PSI, 16BAR",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/5caf8a707ee64d009cd1fef94f26d6d5; https://api.mwater.co/v3/images/f7780bc799864f57b4bae5791f2d5a8a,Survey and community Mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/971e5cf62bdc4ca19a74273ddd7ba4f5,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,Yes,Yes,Yes,7/24/2022,Yes,Yes,,,,,,Yes,No,,,,,,,,,Yes,Yes,,,,,,5,9,,,,,,,,,,,,,,19,https://api.mwater.co/v3/images/a35b4086a6c84bab835bd0aa46bd23c7
7/26/2022,-16.3029519,35.1400253,Community,,One Foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd ,Yes,Yes,"JCR DT-600 Drilling Capacity -200mtr,  4""-12"" hole diameter 
700kg pull up force ,  5 400kg pull down force  400g top head rotary drive 
MTR torque  200 rpm",ELGI make 600CFM/200psi 16 BQR,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/6999dbe227b64f80862f14cd3517b020; https://api.mwater.co/v3/images/a833bfc0e17744279357111dec887f56; https://api.mwater.co/v3/images/1de796407e4746ea9d6329ec3c91e10d,Survey and community Mobilisation ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/593f95feb92a4a17b49576fc23da2c60,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,Yes,Yes,Yes,7/27/2022,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,11,,,,,,,,,,,,,,18.6,https://api.mwater.co/v3/images/fc1bb11372f64c0bb22419d90a4af2a6
8/23/2022,-16.2590478,35.1505507,Community,,One foundation ,Yes,Yes,Yes,Blue Water Drilling Ltd,Yes,Yes,"JCR Dt 600 drilling capacity - 300mtr
4""-12"" hole diameter
7900kg pull up force
5400kg pull down force
400gtoo head rotary drive
Matt Torque 0-200RPM","ELGI make
600CFM
200 PSI
16 Bar",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/8f92a9415c8c4fcfb069521508f7aee9; https://api.mwater.co/v3/images/c9e45e2b98dd4aeaba292c0b5073bc72,Community mobilisation and Geophysical survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/d60d65f773ba4df58c9996e606e3bd38,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1.3,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,Yes,,,8/23/2022,,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,5,8.98,,,,,,,,,,,,,,19.5,
12/8/2022,-13.97381884,33.53137817,Education institution,,Habitat for Humanity,Yes,Yes,Yes,Mthunzi Wa Kachere,Yes,Yes,"Prominent Drilling Rig,mounted on Reyland DAF.
Registration Number-BV6551
Pulling capacity 1000","Compressor ELG
Capacity pg 450_150
1800-425-3544
Reg number-Isuzu Bk 1162",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/7e97405518a84ae5b7f4de73bfd3b640; https://api.mwater.co/v3/images/be1fa409bbd24ccd9b1a35e77b66b9c9,Community  mobilisation and Geophysical surveying,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/f948d8004f834800baa9469cb8e3dd6c,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,Yes,Yes,Yes,12/9/2022,Yes,Yes,,,,,,Yes,Yes,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3.5,35.2,,,,,,,,,,,,,,35,https://api.mwater.co/v3/images/0beb53d29b0f4ba4afab5f3a3cd39d21
5/17/2023,-15.9790434,35.2482887,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec Construction,Yes,Yes,,"PG 600S-200
ELGI",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/c537cc1d6643495aa5c390543b5fe506; https://api.mwater.co/v3/images/91fdb3d248f84eafa04bd41a0ce82b6d; https://api.mwater.co/v3/images/0995d6a94c074b7b9f976be30ef2d601; https://api.mwater.co/v3/images/9e800949c7414bd09e71b08bb5e18b04,"Community mobilisation
Geophysical survey",Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/8c5fca43be08433dbc17da84e32a9934,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/22/2023,-16.0129468,35.1775224,,,Habitat for Humanity,Yes,Yes,Yes,Dec Construction,Yes,Yes,"Ashok Leyland
PRD 2518 il","ELGI
PG 600S-200",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/4f97732238114c4780a094bef3588fbf; https://api.mwater.co/v3/images/240d923e95dc4a648836caa14bac8def; https://api.mwater.co/v3/images/73ee8a3fc3bc4da1b410174b572526a4,"Community mobilisation to select a point
Geophysical survey",Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/755147dcdb344dc0bc4bb8d4a6d6bd7b; https://api.mwater.co/v3/images/735b0631db7e4623970d25a1632830cd; https://api.mwater.co/v3/images/6b5a84e78b6b49f5aaddccd21333d924,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2023,-16.0100273,35.1842173,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec construction,Yes,Yes,"PRD 650
48/21-22
","ElGI
PG 600S-200
",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/95b0e3f4ed0b459c9b8b8a4ec5f08606; https://api.mwater.co/v3/images/b2942e77f1db43ea8251dbd88cd2e719; https://api.mwater.co/v3/images/3a1d8445cb9b4a28885e124cf1700276; https://api.mwater.co/v3/images/30af34386b504840aed30a5ee02c7197,"Community mobilisation
Geophysical survey",Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/a81908b550714e9099b3f0b80c31941f,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2023,-16.0097336,35.184927,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec construction,Yes,Yes,"PRD 650
48/21-22","EIGI
PG 600s-200",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/84f879225e9c499fa138a5c8f432cc44; https://api.mwater.co/v3/images/70ab4742417a44cfb4c5d63f6faf5a6c; https://api.mwater.co/v3/images/5fc8604974f34b59b7a479ee48c20c11,"Community was empowered to choose the site, followed by geophysical survey.",Yes,Yes,Yes,,Yes,Yes,No,https://api.mwater.co/v3/images/5f6fbd3bee1f46ce991c6f68cc0dd9aa,Yes,Yes,Yes,Yes,No,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,No,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/31/2023,-16.0110676,35.1856073,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec construction,Yes,Yes,"PRD 650
48/21-22","ELGI
PG 600-200",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f0badf8b4b3e4ac5b328fb395baa4c55; https://api.mwater.co/v3/images/391a43440b684c7fbbe7fddd78c6fc23; https://api.mwater.co/v3/images/f907bc4ea454482dacbb0e2fcade4234; https://api.mwater.co/v3/images/867763bb00414485bffa7c4848b0bc99; https://api.mwater.co/v3/images/33c0d8d1ec5941daa53d182bfb55da66,Community mobilisation to choose the  preffered place followed with a geophysical survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/5c1963aaee50403a9f1693a1118e7f1e,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.9,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/1/2023,-16.0110349,35.1855086,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec Construction,Yes,Yes,"Ashok Reyland
PRD 650
48/21-22","ElGI
PG 600s-200",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/957db9e3aafa4969a4cc4566f6ea46af; https://api.mwater.co/v3/images/0ce040f26ac245da96149bb7f3b0415b,"Geophysical survey, 
A place was chosen by the driller after the third borehole failed to succeed because of the boulders and the driller had to move 5m away.",Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/4aaf19e6394a42e399b90b4106a20ead,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.23,,,Yes,Yes,Yes,6/1/2023,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,5.3,,,,,,,,,,,,,,6.3,https://api.mwater.co/v3/images/7fc5275d11304b2f9567efd67370f856; https://api.mwater.co/v3/images/7f1f96ddf036428eb60a5815f1048432
5/11/2023,-16.0049012,35.1555326,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec Construction,Yes,Yes,PRD,"ELGI
PG 600s-200",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f113a2e5c79e4abd9238f19726170d86; https://api.mwater.co/v3/images/a61c588e719f45da92c065546c9b7b13; https://api.mwater.co/v3/images/5433c413064a4d6bb3c375e06dce0e9f; https://api.mwater.co/v3/images/c0eede9cd03b46aba1e75f3be5fd35ef,Community mobilisation was done to choose preffered locations followed by geophysical surveys,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/1ad4c8ce05ca482faf602385f5c24dad,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,Yes,Yes,Yes,5/11/2023,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,6.2,,,,,,,,,,,,,,7.1,https://api.mwater.co/v3/images/fa6b4127fdf14b4da501d8b11de8e37d
5/18/2023,-15.9789881,35.2495418,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec construction Limited,Yes,Yes,"Ashok Reyland
PRD","ELGI 
PG 600s-200",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/47a32138058842348ba9d0c8e3eb29a5; https://api.mwater.co/v3/images/ff0ef13100794096bc2d0ae0ba75e1bf; https://api.mwater.co/v3/images/b008f3857de84377939de7128d2981fd,Community mobilised and chose a site followed by geophysical surveys,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/28a65d1515a240a7b9563e58cf5b46d3,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/21/2023,-15.9882818,35.1879943,Community,,Habitat for Humanity,Yes,Yes,Yes,Dec Construction,Yes,Yes,"Ashok Leyland
PRD Rig","ELGI
PG 600-200
",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/601c1c2bbd6d473ea7aa58bb3a9da91a; https://api.mwater.co/v3/images/11eb6a37de4141f0a9872f571e739901; https://api.mwater.co/v3/images/d6116629efeb402bb95de350e495874e; https://api.mwater.co/v3/images/91f7a6b7848d497e860ad0210982a59c,Community mobilisation to choose the preffered sites followed by geophysical survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/56d123da0b4147a9bbe0d397d86061c6,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,Yes,Yes,Yes,5/22/2023,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,3,7.5,,,,,,,,,,,,,,10.2,https://api.mwater.co/v3/images/0265ddd74f35428e97501eeec741128f; https://api.mwater.co/v3/images/48a1baa7fc614e5babc289aedb2e02a3
10/31/2023,-11.3983511,33.9194981,Household/Private compound,,Dr Rochelle Holm,Yes,Yes,Yes,Patel and Ghodaniya,Yes,Yes,"Drilling rig type
Model no- LETO 350
Dril hole- 350meter depth
Drill dia-150-350mm
Year of make 2012
Truck mounted","Compressor
Type - Ingersoll rand
Model-1100/300
Air tank capacity- 300L
Motor power - 15hp
Flow rate-180CFM
Pressure-22Bar
Year of make-2010",Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/f676a7f1b90642abb1b1e40c74ab0cd1; https://api.mwater.co/v3/images/ad63d29a6268426fa3dc42a3c78ba540; https://api.mwater.co/v3/images/290c4851640e41ffa6c484da73cc2d20; https://api.mwater.co/v3/images/7e5265fa42b94e508e1cb65dcefc6aab; https://api.mwater.co/v3/images/5ef58ea77cc745fbb3ba1debe6015fe0; https://api.mwater.co/v3/images/703b65514a1a4f78ae2a0134820440a2; https://api.mwater.co/v3/images/0beeb40840b7493f90d15f5dca8ecefa,The place wasuggested by the owner followed by geophyscal survey,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/e954b9be2d6b461a958e6efa27709454,No,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,No,,4.6,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2023,-11.3987803,33.9194388,Household/Private compound,,Dr Rochelle Holm,Yes,Yes,Yes,Patel and Godhaniya ,Yes,Yes,"Drilling rig type
Model no- LETO 350
Dril hole- 350meter depth
Drill dia-150-350mm
Year of make 2012
Truck mounted","Compressor
Type - Ingersoll rand
Model-1100/300
Air tank capacity- 300L
Motor power - 15hp
Flow rate-180CFM
Pressure-22Bar
Year of make-2010",Yes,Yes,Yes,,No,https://api.mwater.co/v3/images/a803e56197014328a34a83eea0817721; https://api.mwater.co/v3/images/d7c63791833748b2a9a32e59347b5362; https://api.mwater.co/v3/images/756dcf78734e45bebed7a3718845baf7; https://api.mwater.co/v3/images/01d4321a364e442ea8a93647bedb36f8,The place was suggested by the driller and the owner later agreed,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/6a59287f5792435cbe238dda7be286be,No,No,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,1,Spirit level attached to drilling rig,No,,4.6,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/25/2024,-15.7036324,35.1820762,Other,Water monitoring well,SADC-GMI,Yes,Yes,Yes,Blue water Drilling company,Yes,Yes,,ELGI PG 600s-230,Yes,Yes,Yes,,Yes,https://api.mwater.co/v3/images/c6e91aa113754bff9a730ddc220dab32,Geophysical survey,Yes,Yes,Yes,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,No,No,Yes,,Yes,Yes,Drilling/Rotary Table,0.9,Spirit level attached to drilling rig,No,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,,,Yes,Yes,Yes,3/27/2024,Yes,Yes,,,,,,Yes,No,Solvent Cement,,,,,,,,Yes,Yes,,,,,,5,16.2,,,,,,,,,,,,,,40.9,https://api.mwater.co/v3/images/421e474921954bd09673cf8446f9ccdc
4/2/2024,-16.0697027,35.1497165,Test well,,SADC-GMI,Yes,Yes,Yes,Blue Water Drilling Company ,Yes,No,ELGI PG 1100s-300 (24 bar),2019 DEW- 1000 (450m),Yes,Yes,Yes,,Yes,,Geophysical survey ,Yes,Yes,Yes,,Yes,Yes,Yes,https://api.mwater.co/v3/images/95820342e79c4dc196da4f9a56b1d0f9,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,Yes,,Yes,Yes,Drilling/Rotary Table,0.8,Spirit level attached to drilling rig,Yes,,3,Yes,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
